reseña_bruta;rating;tema_principal
Superó mis expectativas. BUENA ATENCION AL CLIENTE 😊 😊;4;soporte_cliente
La experiencia dejó mucho que desear. PRECIOS ABUSIVOS;1;precio
No fue una buena experiencia. no hay repartidores en mi zona 😡;1;cobertura_zona
La experiencia dejó mucho que desear. se equivocaron pero lo solucionaron tarde;2;errores_pedido
No fue nada fuera de lo común. calidad normal, nada especial;3;calidad_comida
Todo salió realmente bien. siempre hay cobertura en mi zona 👍;5;cobertura_zona
Quedé bastante decepcionado. poca cobertura donde vivo;2;cobertura_zona
Quedé muy satisfecho con el servicio. buen precio para la calidad brutal;4;precio
No fue una buena experiencia. llego tarde otra vez 😤 🤦;2;tiempo_entrega
entreg bstnte rpid l verdd pfff;4;tiempo_entrega
Fue una experiencia muy agradable. rica y bien preparada 😊;4;calidad_comida
No cumplió con lo esperado. PRECIOS ABUSIVOS;1;precio
No fue una buena experiencia. nunca hay disponibilidad 🤦;1;cobertura_zona
Fue una experiencia muy agradable. siempre hay cobertura en mi zona 👍;5;cobertura_zona
La experiencia dejó mucho que desear. crashea todo el rato 😭;1;usabilidad_app
Superó mis expectativas. buena atencion al cliente 😊 👍;4;soporte_cliente
Quedé muy satisfecho con el servicio. ME ENCANTA LA INTERFAZ SUPER INTUITIVA 😍;5;usabilidad_app
No fue una buena experiencia. SE EQUIVOCARON PERO LO SOLUCIONARON TARDE pfff;2;errores_pedido
En general, estuvo aceptable. TIEMPO NORMAL SUPONGO;3;tiempo_entrega
El servicio fue insatisfactorio. SE EQUIVOCARON PERO LO SOLUCIONARON TARDE;2;errores_pedido
se equivocron pero lo solucionron trde meh;2;errores_pedido
Fue una experiencia muy agradable. impresionante lo rapido que llego 🔥;5;tiempo_entrega
La experiencia fue excelente. app facil de usar 👍 😍;4;usabilidad_app
En general, estuvo aceptable. tiempo normal supongo;3;tiempo_entrega
Cumplió sin destacar demasiado. precio norml supongo;3;precio
La experiencia dejó mucho que desear. poca cobertura donde vivo;2;cobertura_zona
Quedé muy satisfecho con el servicio. siempre hay cobertura en mi zona 👍;5;cobertura_zona
En general, estuvo aceptable. me ayudaron pero lento;3;soporte_cliente
No fue nada fuera de lo común. me yudron pero lento;3;soporte_cliente
Superó mis expectativas. ESPECTACULAR la comida 😍🔥 😍;5;calidad_comida
Cumplió sin destacar demasiado. hubo un pequeño error pero nada grave pfff;3;errores_pedido
La experiencia dejó mucho que desear. ALGO CARO LA VERDAD 😭;2;precio
No cumplió con lo esperado. v lent y se trb 🤦;2;usabilidad_app
Fue una experiencia estándar. me ayudaron pero lento;3;soporte_cliente
En general, estuvo aceptable. llego un poco trde pero ok;3;tiempo_entrega
Quedé muy satisfecho con el servicio. todo correcto esta vez 👍;4;errores_pedido
Quedé bastante decepcionado. va lenta y se traba;2;usabilidad_app
Fue una experiencia muy agradable. CALIDAD INCREIBLE ME ENCANTO;5;calidad_comida
El servicio fue insatisfactorio. NO HAY REPARTIDORES EN MI ZONA 😡;1;cobertura_zona
En general, estuvo aceptable. a veces hay servicio a veces no;3;cobertura_zona
Fue una experiencia estándar. tiempo normal supongo;3;tiempo_entrega
El servicio fue insatisfactorio. tardo muchisimo la entrega 👎;2;tiempo_entrega
La experiencia fue excelente. ENTREGA BASTANTE RAPIDA LA VERDAD;4;tiempo_entrega
todo sbroso y clentito pfff;4;calidad_comida
Simplemente correcto. clidd norml, nd especil;3;calidad_comida
Quedé bastante decepcionado. soporte inutil ok;1;soporte_cliente
No fue nada fuera de lo común. PRECIO NORMAL SUPONGO;3;precio
Superó mis expectativas. ESPECTACULAR la comida 😍🔥 😊;5;calidad_comida
No fue una buena experiencia. tardaron en contestar 😭;2;soporte_cliente
Superó mis expectativas. pedido perfecto sin errores 👏;5;errores_pedido
SUPER BARATO CON LA PROMO 🔥 🔥 fatal;5;precio
Quedé muy satisfecho con el servicio. BUEN PRECIO PARA LA CALIDAD 😊 ok;4;precio
No cumplió con lo esperado. ME TRAJERON OTRA COSA;1;errores_pedido
Fue una experiencia muy agradable. buena atencion al cliente 😊 ok;4;soporte_cliente
Fue una experiencia muy agradable. normalmente hay repartidores disponibles;4;cobertura_zona
No fue una buena experiencia. va lenta y se traba;2;usabilidad_app
La experiencia dejó mucho que desear. tardo muchisimo la entrega fatal;2;tiempo_entrega
El servicio fue insatisfactorio. nunca hay disponibilidad;1;cobertura_zona
Fue una experiencia estándar. calidad normal, nada especial;3;calidad_comida
Cumplió sin destacar demasiado. hubo un pequeño error pero nada grave;3;errores_pedido
Quedé muy satisfecho con el servicio. buena atencion al cliente 😊;4;soporte_cliente
En general, estuvo aceptable. funciona pero a veces falla;3;usabilidad_app
El servicio fue insatisfactorio. me trajeron otra cosa 😤;1;errores_pedido
SABE FATAL, INCOMIBLE pfff;1;calidad_comida
Fue una experiencia muy agradable. llego rapido 👍 👏;4;tiempo_entrega
Quedé bastante decepcionado. algo fria pero comible;2;calidad_comida
La experiencia fue excelente. calidad increible me encanto 🔥;5;calidad_comida
La experiencia fue excelente. pedido perfecto sin errores 👏;5;errores_pedido
Quedé bastante decepcionado. ALGO CARO LA VERDAD;2;precio
No fue una buena experiencia. llego tarde otra vez 😤 pfff;2;tiempo_entrega
Fue una experiencia muy agradable. llego rpido 👍;4;tiempo_entrega
No cumplió con lo esperado. trdron en contestr;2;soporte_cliente
Quedé muy satisfecho con el servicio. CALIDAD INCREIBLE ME ENCANTO;5;calidad_comida
La experiencia dejó mucho que desear. llego tarde otra vez 😤;2;tiempo_entrega
Superó mis expectativas. APP FACIL DE USAR 👍;4;usabilidad_app
Todo salió realmente bien. normalmente hay repartidores disponibles;4;cobertura_zona
La experiencia dejó mucho que desear. se equivocaron pero lo solucionaron tarde;2;errores_pedido
Fue una experiencia estándar. FUNCIONA PERO A VECES FALLA;3;usabilidad_app
Quedé muy satisfecho con el servicio. impresionante lo rapido que llego 🔥;5;tiempo_entrega
La experiencia fue excelente. SUPER BARATO CON LA PROMO 🔥;5;precio
No fue una buena experiencia. va lenta y se traba;2;usabilidad_app
El servicio fue insatisfactorio. CARISIMO PARA LO QUE ES 💸 😤;1;precio
Quedé bastante decepcionado. tardaron en contestar pfff;2;soporte_cliente
Todo salió realmente bien. todo sabroso y calentito;4;calidad_comida
algo caro la verdad 😭 pfff;2;precio
Quedé muy satisfecho con el servicio. normalmente hay repartidores disponibles;4;cobertura_zona
Fue una experiencia muy agradable. super barato con la promo 🔥 meh;5;precio
No fue una buena experiencia. no hy reprtidores en mi zon 😡;1;cobertura_zona
La experiencia fue excelente. TODO CORRECTO ESTA VEZ 👍;4;errores_pedido
No cumplió con lo esperado. nunca hay disponibilidad;1;cobertura_zona
Superó mis expectativas. buen precio para la calidad 😍;4;precio
Superó mis expectativas. todo correcto esta vez 👍;4;errores_pedido
La experiencia fue excelente. soporte excelente solucionron todo 👏 fatal;5;soporte_cliente
LA APP NO FUNCIONA SE CUELGA 😡 meh;1;usabilidad_app
Quedé bastante decepcionado. se equivocaron pero lo solucionaron tarde;2;errores_pedido
Simplemente correcto. hubo un pequeño error pero nd grve;3;errores_pedido
No fue nada fuera de lo común. FUNCIONA PERO A VECES FALLA;3;usabilidad_app
Superó mis expectativas. buena atencion al cliente 😊 brutal;4;soporte_cliente
No fue una buena experiencia. no muy buena la calidad 😤;2;calidad_comida
Quedé bastante decepcionado. nunca llega el pedido pfff 😤;1;tiempo_entrega
Superó mis expectativas. app facil de usar 👍 fatal;4;usabilidad_app
No cumplió con lo esperado. ALGO CARO LA VERDAD;2;precio
Cumplió sin destacar demasiado. FUNCIONA PERO A VECES FALLA meh;3;usabilidad_app
Fue una experiencia estándar. calidad normal, nada especial;3;calidad_comida
Quedé muy satisfecho con el servicio. PEDIDO PERFECTO SIN ERRORES 👏;5;errores_pedido
Todo salió realmente bien. super barato con la promo 🔥;5;precio
No fue una buena experiencia. SE EQUIVOCARON PERO LO SOLUCIONARON TARDE pfff;2;errores_pedido
Quedé muy satisfecho con el servicio. entrega bastante rapida la verdad;4;tiempo_entrega
NUNCA HAY DISPONIBILIDAD 👎;1;cobertura_zona
Quedé muy satisfecho con el servicio. buen precio pr l clidd;4;precio
Quedé muy satisfecho con el servicio. PEDIDO PERFECTO SIN ERRORES 👏 😍;5;errores_pedido
Todo salió realmente bien. buena atencion al cliente 😊 🔥;4;soporte_cliente
El servicio fue insatisfactorio. precios abusivos;1;precio
La experiencia dejó mucho que desear. nunca hay disponibilidad;1;cobertura_zona
Superó mis expectativas. rica y bien preparada 😊;4;calidad_comida
Superó mis expectativas. entrega bastante rapida la verdad;4;tiempo_entrega
Superó mis expectativas. RICA Y BIEN PREPARADA 😊;4;calidad_comida
Fue una experiencia estándar. a veces hay servicio a veces no;3;cobertura_zona
El servicio fue insatisfactorio. algo caro la verdad 😤;2;precio
La experiencia fue excelente. BUENA ATENCION AL CLIENTE 😊;4;soporte_cliente
No cumplió con lo esperado. la app no funciona se cuelga 😡;1;usabilidad_app
Simplemente correcto. llego un poco tarde pero ok;3;tiempo_entrega
El servicio fue insatisfactorio. faltaban productos 😡;1;errores_pedido
La experiencia fue excelente. pedido perfecto sin errores 👏;5;errores_pedido
La experiencia dejó mucho que desear. tencion pesim no responden 😡 ok;1;soporte_cliente
trdo muchisimo l entreg 😤;2;tiempo_entrega
Quedé bastante decepcionado. soporte inutil;1;soporte_cliente
Simplemente correcto. funciona pero a veces falla;3;usabilidad_app
Quedé bastante decepcionado. se equivocaron pero lo solucionaron tarde 😤;2;errores_pedido
La experiencia dejó mucho que desear. poca cobertura donde vivo fatal;2;cobertura_zona
No fue una buena experiencia. FALTABAN PRODUCTOS;1;errores_pedido
Cumplió sin destacar demasiado. me ayudaron pero lento;3;soporte_cliente
El servicio fue insatisfactorio. PEDI hace 2 horas y no llega 😡 😤;1;tiempo_entrega
Simplemente correcto. me yudron pero lento ok;3;soporte_cliente
No cumplió con lo esperado. no hay repartidores en mi zona 😡 😭;1;cobertura_zona
Todo salió realmente bien. ME ENCANTA la interfaz super intuitiva 😍;5;usabilidad_app
Fue una experiencia estándar. ME AYUDARON PERO LENTO;3;soporte_cliente
La experiencia fue excelente. impresionnte lo rpido que llego 🔥;5;tiempo_entrega
Simplemente correcto. funciona pero a veces falla;3;usabilidad_app
Todo salió realmente bien. buen precio para la calidad 👍;4;precio
La experiencia fue excelente. soporte excelente solucionaron todo 👏;5;soporte_cliente
Quedé muy satisfecho con el servicio. RICA Y BIEN PREPARADA 😊 😊;4;calidad_comida
Fue una experiencia estándar. a veces hay servicio a veces no;3;cobertura_zona
pedido perfecto sin errores 👏 👏 meh;5;errores_pedido
Quedé muy satisfecho con el servicio. siempre hay cobertura en mi zona 👍;5;cobertura_zona
Fue una experiencia muy agradable. APP FACIL DE USAR 👍;4;usabilidad_app
Simplemente correcto. precio norml supongo;3;precio
LLEGO RAPIDO 👍 🔥 pfff;4;tiempo_entrega
Todo salió realmente bien. ESPECTACULAR la comida 😍🔥;5;calidad_comida
El servicio fue insatisfactorio. tardaron en contestar;2;soporte_cliente
Todo salió realmente bien. buena atencion al cliente 😊;4;soporte_cliente
Quedé bastante decepcionado. precios abusivos;1;precio
SABE FATAL, INCOMIBLE 👎 fatal;1;calidad_comida
Fue una experiencia muy agradable. todo sabroso y calentito 😊;4;calidad_comida
Superó mis expectativas. buena atencion al cliente 😊;4;soporte_cliente
No fue nada fuera de lo común. llego un poco trde pero ok;3;tiempo_entrega
Quedé muy satisfecho con el servicio. buen precio para la calidad;4;precio
Fue una experiencia estándar. precio normal supongo;3;precio
Fue una experiencia muy agradable. siempre hy cobertur en mi zon 👍;5;cobertura_zona
La experiencia fue excelente. SIEMPRE HAY COBERTURA EN MI ZONA 👍 🔥;5;cobertura_zona
Fue una experiencia muy agradable. siempre hy cobertur en mi zon 👍;5;cobertura_zona
La experiencia dejó mucho que desear. poca cobertura donde vivo;2;cobertura_zona
Todo salió realmente bien. ESPECTACULAR la comida 😍🔥 meh;5;calidad_comida
Cumplió sin destacar demasiado. funcion pero  veces fll;3;usabilidad_app
Cumplió sin destacar demasiado. hubo un pequeño error pero nada grave;3;errores_pedido
La experiencia fue excelente. ME ENCANTA LA INTERFAZ SUPER INTUITIVA 😍 😍;5;usabilidad_app
En general, estuvo aceptable. tiempo norml supongo;3;tiempo_entrega
El servicio fue insatisfactorio. tardaron en contestar;2;soporte_cliente
Quedé bastante decepcionado. tardaron en contestar;2;soporte_cliente
Cumplió sin destacar demasiado. funciona pero a veces falla;3;usabilidad_app
La experiencia dejó mucho que desear. llego tarde otra vez 😤 meh;2;tiempo_entrega
En general, estuvo aceptable. hubo un pequeño error pero nada grave;3;errores_pedido
La experiencia fue excelente. ME ENCANTA la interfaz super intuitiva 😍;5;usabilidad_app
Simplemente correcto. me ayudaron pero lento;3;soporte_cliente
El servicio fue insatisfactorio. trdron en contestr;2;soporte_cliente
La experiencia fue excelente. calidad increible me encanto 👍;5;calidad_comida
No cumplió con lo esperado. CARISIMO para lo que es 💸;1;precio
La experiencia fue excelente. APP FACIL DE USAR 👍;4;usabilidad_app
Todo salió realmente bien. todo correcto esta vez 👍 meh;4;errores_pedido
Quedé bastante decepcionado. comida fria y pasada 😡 😭;1;calidad_comida
La experiencia dejó mucho que desear. precios abusivos;1;precio
NORMALMENTE HAY REPARTIDORES DISPONIBLES meh;4;cobertura_zona
Fue una experiencia muy agradable. TODO CORRECTO ESTA VEZ 👍;4;errores_pedido
Cumplió sin destacar demasiado. a veces hay servicio a veces no;3;cobertura_zona
PEDI HACE 2 HORAS Y NO LLEGA 😡 😭 brutal;1;tiempo_entrega
No fue nada fuera de lo común. a veces hay servicio a veces no;3;cobertura_zona
El servicio fue insatisfactorio. ALGO CARO LA VERDAD brutal;2;precio
Fue una experiencia muy agradable. todo correcto esta vez 👍 😊;4;errores_pedido
Superó mis expectativas. soporte excelente solucionaron todo 👏 fatal;5;soporte_cliente
No cumplió con lo esperado. algo fria pero comible 😤;2;calidad_comida
No fue una buena experiencia. no hay repartidores en mi zona 😡 🤦;1;cobertura_zona
Simplemente correcto. PRECIO NORMAL SUPONGO;3;precio
Quedé muy satisfecho con el servicio. buena atencion al cliente 😊 🔥;4;soporte_cliente
Superó mis expectativas. RICA Y BIEN PREPARADA 😊;4;calidad_comida
El servicio fue insatisfactorio. CARISIMO pr lo que es 💸;1;precio
Superó mis expectativas. buen tencion l cliente 😊 👍;4;soporte_cliente
Quedé muy satisfecho con el servicio. todo correcto esta vez 👍 👏;4;errores_pedido
No fue nada fuera de lo común. llego un poco trde pero ok;3;tiempo_entrega
No fue nada fuera de lo común. precio normal supongo;3;precio
Superó mis expectativas. siempre hay cobertura en mi zona 👍;5;cobertura_zona
La experiencia fue excelente. super barato con la promo 🔥 brutal;5;precio
Fue una experiencia muy agradable. normalmente hay repartidores disponibles pfff;4;cobertura_zona
Fue una experiencia muy agradable. pedido perfecto sin errores 👏 ok;5;errores_pedido
No fue una buena experiencia. nunca llega el pedido pfff meh;1;tiempo_entrega
Quedé muy satisfecho con el servicio. super barato con la promo 🔥;5;precio
